"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"ST_REELEICAO"
250001088415;"LETICIA TACCOLA DO NASCIMENTO";"#NULO";"MDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"SUPLENTE";129;28000;"Recursos de partido político";"N"
250001088431;"EDSON MARQUES PEREIRA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"JORNALISTA E REDATOR";"APTO";513418,77;"SUPLENTE";3877;78270;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001088457;"ELIANE GOMES LOPES";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";65712,07;"SUPLENTE";979;25000;"Recursos de partido político";"N"
250001088401;"JOSÉ CARLOS FLAUSINO";"#NULO";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";94;0;"#NULO";"N"
250001088404;"FRANCISCO ALVES RODRIGUES";"#NULO";"MDB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";225287,65;"SUPLENTE";1012;25610;"Recursos de pessoas físicas, Recursos próprios";"N"
250001088422;"ADEILTON DE ALMEIDA PEDRO";"#NULO";"MDB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"AGENTE ADMINISTRATIVO";"APTO";NA;"SUPLENTE";389;10000;"Recursos de partido político";"N"
250001088468;"JOÃO ROBERTO VALENÇA SOARES";"#NULO";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";80000;"SUPLENTE";1322;11000;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000651050;"JUAN RAMON SOTO";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";271355,29;"SUPLENTE";2216;214459,78;"Recursos de partido político, Recursos próprios";"N"
250000651052;"ADILSON ARMANDO CARVALHO AMADEU";"#NULO";"DEM";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";3539263,23;"ELEITO POR QP";30549;655503,95;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000651036;"FLAVIO PIRES";"#NULO";"DEM";"MASCULINO";"LÊ E ESCREVE";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";1415903,66;"SUPLENTE";2435;125082,38;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000651034;"FABIO BATISTA DA SILVA";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";8747;"SUPLENTE";771;124443,88;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000651018;"ANITA DOS SANTOS TAKAIYASU";"#NULO";"DEM";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";813075,22;"SUPLENTE";1438;167021,9;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000881915;"EDJANE LIMA DE AZEVEDO";"#NULO";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"POLICIAL MILITAR";"APTO";NA;"SUPLENTE";220;20000;"Recursos de partido político";"N"
250000881909;"SOLANGE DE OLIVEIRA MORAIS";"#NULO";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SECRETÁRIO E DATILÓGRAFO";"APTO";NA;"SUPLENTE";634;5000;"Recursos de partido político";"N"
250000881938;"ANDRÉA CRISTINA BEZERRA DA SILVA";"#NULO";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";NA;"SUPLENTE";290;20000;"Recursos de partido político";"N"
250000881929;"MARIA ADALZIRA RIBEIRO ORTIZ";"#NULO";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"JORNALISTA E REDATOR";"APTO";NA;"SUPLENTE";216;20000;"Recursos de partido político";"N"
250000881920;"IRANILDO ARAUJO DOS SANTOS";"#NULO";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";6e+05;"SUPLENTE";33;0;"#NULO";"N"
250000881971;"KATIA REGINA TOLEDO SOARES MACHADO";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";NA;"SUPLENTE";61;5800;"Recursos de partido político";"N"
250000881905;"PAULO JESUS FRANGE";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";1513263,69;"ELEITO POR MÉDIA";17796;338200,3;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000881919;"CLAUDINEIA LIMA DOS SANTOS";"#NULO";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";11000;"SUPLENTE";497;8000;"Recursos de partido político";"N"
250000881977;"VICTOR MORAES FILHO";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";26400;"SUPLENTE";2250;8625;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000881940;"ANTONIO ROBERTO FREIRE";"#NULO";"PTB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";40000;"SUPLENTE";808;4,25;"Recursos de partido político";"N"
250000881968;"ANTONIO CARLOS TADEU GUSMAN";"#NULO";"PTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";24000;"SUPLENTE";484;NA;NA;"N"
250000881917;"ALEX FABIANO DA SILVA";"#NULO";"PTB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";54;NA;NA;"N"
250001054364;"MARIA GERALIS SOARES LIMA PASSARELLO";"#NULO";"PMN";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ADVOGADO";"APTO";95121,36;"NÃO ELEITO";123;2000;"Recursos de partido político";"N"
250001054389;"MÁRCIA LOPES DE ARAÚJO";"#NULO";"PMN";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"APTO";NA;"NÃO ELEITO";279;3010,45;"Recursos próprios, Recursos de partido político";"N"
250001054377;"JOSÉ CARLOS DOS SANTOS FONSECA";"#NULO";"PMN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";552;0;"#NULO";"N"
250001054397;"ENÉAS COSTA";"#NULO";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";15000;"NÃO ELEITO";212;0;"#NULO";"N"
250001054378;"CHARLES ALEXANDRO DE CARVALHO";"#NULO";"PMN";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"CANTOR E COMPOSITOR";"APTO";NA;"NÃO ELEITO";39;2000;"Recursos de partido político";"N"
250001180995;"AUGUSTO ROLIM SARAIVA";"#NULO";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";2000;"NÃO ELEITO";78;1000;"Recursos de partido político";"N"
250001180994;"MAYA DA SILVA BASTOS";"#NULO";"PCO";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"NÃO ELEITO";4;NA;NA;"N"
250000754000;"EDSON ALMEIDA DA SILVA";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";430;23389;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos";"N"
250000754050;"KURT WALDEMAR OBERHUBER JUNIOR";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";9788,75;"SUPLENTE";694;7939;"Recursos de partido político, Recursos de outros candidatos";"N"
250000754026;"VITOR ABOU ANNI";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";123200;"SUPLENTE";7537;2348210,32;"Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000754022;"JORGE ROBERTO PASCHOAL CORRÊA";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";NA;"SUPLENTE";805;0;"#NULO";"N"
250000754012;"EDUARDO CERVEIRA ROSMANINHO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"COMERCIANTE";"APTO";150070,7;"SUPLENTE";1998;21651,02;"Recursos de pessoas físicas, Recursos próprios";"N"
250000753994;"MARIA DE FATIMA ALVES BARBOSA";"#NULO";"PSL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";175422,09;"SUPLENTE";1379;21939;"Recursos de partido político, Recursos de outros candidatos";"N"
250000688230;"FABRICIO PULIAFICO ARTUR";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";412;10179,35;"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250000688237;"WAFÁ AHMED EL KADIRI";"#NULO";"NOVO";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"SUPLENTE";5141;171062,46;"Recursos de pessoas físicas, Rendimentos de aplicações financeiras, Recursos de origens não identificadas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000688250;"JOANNA CAROLINA GUARITA DOUAT";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";535535,62;"SUPLENTE";6969;51393,73;"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000688233;"LUIZ RENATO MOTTA DE OLIVEIRA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";465724,02;"SUPLENTE";1127;24519,11;"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000919244;"ARTHUR ROCHA RUSSO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";159;7317,07;"Recursos de partido político";"N"
250000919225;"JULIANY DE SOUSA REIS";"#NULO";"PSDB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";270000;"SUPLENTE";374;7317,07;"Recursos de partido político";"N"
250000919203;"ALBERTO HIAR";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"DIRETOR DE EMPRESAS";"APTO";1471753,23;"SUPLENTE";3747;195997,05;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000919205;"ALEXANDRE BAPTISTA PIRES";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";483993,78;"SUPLENTE";8508;64483,07;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000919235;"RENAN DE FREITAS POLI";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";288055,92;"SUPLENTE";1015;25819,07;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios";"N"
250000919220;"ADRIANE LETÍCIA TOMAZ DE SOUZA";"#NULO";"PSDB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";118;7317,07;"Recursos de partido político";"N"
250000919177;"GRIMALDO SANTOS DA SILVA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";30993;"SUPLENTE";294;9317,07;"Recursos de partido político";"N"
250000919228;"VALTER ALEXANDRE SIMIONI";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";NA;"SUPLENTE";116;7317,07;"Recursos de partido político";"N"
250000919208;"DANIEL ANNENBERG";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";990651,25;"SUPLENTE";15849;533853,07;"Recursos próprios, Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000919201;"MARCUS VINICIUS DE ALMEIDA FERREIRA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR INCOMPLETO";"VIÚVO(A)";"BRANCA";"VEREADOR";"APTO";4e+05;"SUPLENTE";12673;124367,07;"Recursos de pessoas físicas, Recursos de partido político";"N"
250001154708;"FERNANDA GOMES";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"RELAÇÕES-PÚBLICAS";"APTO";269191,83;"NÃO ELEITO";2256;69149;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos próprios, Recursos de Financiamento Coletivo";"N"
250001154714;"CLAUDIO MANOEL GUANABARA";"#NULO";"REDE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"PRETA";"OUTROS";"APTO";NA;"NÃO ELEITO";258;7411,1;"Recursos de outros candidatos, Recursos de Financiamento Coletivo, Recursos de pessoas físicas, Recursos de partido político";"N"
250001154731;"ROSANA CARDOSO DO NASCIMENTO";"#NULO";"REDE";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"EMPREGADO DOMÉSTICO";"APTO";16000;"NÃO ELEITO";117;6097,2;"Recursos de outros candidatos, Recursos de partido político";"N"
250001154726;"ANDERSON SEVERIANO GOMES";"#NULO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";NA;"NÃO ELEITO";2171;44416;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001123213;"LEONARDO CLEMENTINO NUNES";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";220;0;"#NULO";"N"
250001123277;"ELZA MARTINS DE OLIVEIRA DEVAI";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO CIVIL APOSENTADO";"APTO";405000;"SUPLENTE";293;21516,94;"Recursos de partido político";"N"
250001123227;"CARLOS AUGUSTO PEREIRA DE SOUZA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";NA;"SUPLENTE";677;19500;"Recursos de pessoas físicas, Recursos de partido político";"N"
250001123260;"LUIZ EUSTAQUIO DOS SANTOS";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"OUTROS";"APTO";6000;"SUPLENTE";361;15000;"Recursos de partido político";"N"
250001123224;"GIVALDO JOSE DA SILVA";"#NULO";"PSB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";419289,14;"SUPLENTE";721;1064;"Recursos próprios";"N"
250001123206;"FABIANO GURGEL SILVA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"APTO";598000;"SUPLENTE";408;20670;"Recursos de Financiamento Coletivo, Recursos de partido político, Recursos de pessoas físicas";"N"
250001123270;"ROBERTO BOLONHINI JUNIOR";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";669363,92;"SUPLENTE";2711;24599;"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";"N"
250001123252;"CARLOS CORDIOLLI DE OLIVEIRA";"#NULO";"PSB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";747000;"SUPLENTE";691;16142;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000661709;"LUCAS MARCELINO DOS ANJOS";"#NULO";"UP";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"PROFESSOR DE ENSINO MÉDIO";"APTO";NA;"NÃO ELEITO";554;2993,33;"Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios";"N"
250000658722;"DANIEL DA SILVA DIAS";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTOBOY";"APTO";NA;"SUPLENTE";136;0;"#NULO";"N"
250000658719;"AUGUSTO CESAR PINATTI MARSIGLIA";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"CONTADOR";"APTO";NA;"SUPLENTE";288;0;"#NULO";"N"
250000658708;"SERGIO ROBERTO DO CARMO";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";NA;"SUPLENTE";1221;550;"Recursos de pessoas físicas";"N"
250000658720;"CAIO EIJI SIRAHATA";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS";"APTO";NA;"SUPLENTE";1709;866,37;"Recursos de Financiamento Coletivo";"N"
250000885518;"VALDOMIRO NUNES DE QUEIROZ";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";3064;33785,49;"Recursos de partido político";"N"
250000885556;"EVANDRO LUIZ GONÇALVES LEAL";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";1926;110211,55;"Recursos de partido político";"N"
250000885533;"WILLIAM CLEMENTE CORREA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";68;103785,49;"Recursos de partido político";"N"
250000885544;"ANGELA BARBOSA DOS SANTOS";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"SUPLENTE";1710;55697,93;"Recursos de partido político";"N"
250000885531;"SIDNEY LUIZ DA CRUZ";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";939742,29;"ELEITO POR MÉDIA";17899;241856,97;"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250000885543;"ANTONIO ALBERTO DOS REIS";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";52071,04;"SUPLENTE";469;9812,99;"Recursos de partido político";"N"
250000885532;"SILVIO RAPOSO BRAGA DA SILVA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";50000;"SUPLENTE";189;9812,99;"Recursos de partido político";"N"
250000885525;"REGINA DE MATOS COELHO NOGUEIRA";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";NA;"SUPLENTE";868;51397,84;"Recursos de partido político";"N"
250000687543;"RODRIGO CARLOS DE MORAIS";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"NÃO ELEITO";5021;126929,26;"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";"N"
250000687554;"LUZIA MARIA HONORATO";"#NULO";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";NA;"NÃO ELEITO";451;10604,18;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000687515;"CARINA VITRAL COSTA";"#NULO";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"NÃO ELEITO";7272;192454,31;"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de origens não identificadas, Recursos de outros candidatos";"N"
250000687570;"KEVIN NUNES MENDONÇA";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";349;2041,38;"Recursos de partido político, Recursos de outros candidatos";"N"
250001268142;"RICARDO CONSTANCIO GOMES";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTORISTA PARTICULAR";"APTO";NA;"NÃO ELEITO";97;1000;"Recursos de partido político";"N"
250000687512;"RUBINALDO PEREIRA SANTOS";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";216;3041,38;"Recursos de outros candidatos, Recursos de partido político";"N"
250000687517;"ALBERTO SATTIM";"#NULO";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"NÃO ELEITO";412;2934;"Recursos de partido político";"N"
250000687557;"ONOFRE GONÇALVES DE JESUS";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;"NÃO ELEITO";846;31759,27;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000687498;"SOLANGE APARECIDA CAETANO";"#NULO";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ENFERMEIRO";"APTO";1284239,2;"NÃO ELEITO";571;105285,67;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios";"N"
250000687513;"HÉLIO MENEZES DA SILVA DOS REIS";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"PRETA";"OUTROS";"APTO";NA;"NÃO ELEITO";165;3041,38;"Recursos de outros candidatos, Recursos de partido político";"N"
250000687556;"OSVALDO SANTOS DA SILVA";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;"NÃO ELEITO";118;3041,38;"Recursos de outros candidatos, Recursos de partido político";"N"
250000687526;"RAIMUNDO XAVIER DE OLIVEIRA CRUZ";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";1025000;"NÃO ELEITO";528;20837,38;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000686833;"DAMIÃO HIGINO DE OLIVEIRA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";6e+05;"SUPLENTE";1038;3329,36;"Recursos de partido político";"N"
250000686841;"ANGÉLICA LOVATTO";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";536500;"SUPLENTE";1840;21099,97;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de origens não identificadas, Recursos de partido político";"N"
250000686837;"SILVIA ANDREA FERRARO";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";NA;"ELEITO POR QP";46267;124982,37;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Doações pela Internet";"N"
250000686860;"DANILO ARAUJO VALDIVINO";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"MOTORISTA PARTICULAR";"APTO";NA;"SUPLENTE";4413;45047,89;"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
